device_type, software_version, UID,Test, batch, weekday, timestamp_iso8601, decimal_hour, bandwidth_FWHM_nm, field_of_view_FWHM_DEG, irradiance_410nm_purple_wavelength_nm, irradiance_410nm_purple_wavelength_uncertainty_nm, irradiance_410nm_purple_irradiance_uW_per_cm_squared, irradiance_410nm_purple_irradiance_uncertainty_uW_per_cm_squared, irradiance_435nm_blue_wavelength_nm, irradiance_435nm_blue_wavelength_uncertainty_nm, irradiance_435nm_blue_irradiance_uW_per_cm_squared, irradiance_435nm_blue_irradiance_uncertainty_uW_per_cm_squared, irradiance_460nm_dodgerblue_wavelength_nm, irradiance_460nm_dodgerblue_wavelength_uncertainty_nm, irradiance_460nm_dodgerblue_irradiance_uW_per_cm_squared, irradiance_460nm_dodgerblue_irradiance_uncertainty_uW_per_cm_squared, irradiance_485nm_cyan_wavelength_nm, irradiance_485nm_cyan_wavelength_uncertainty_nm, irradiance_485nm_cyan_irradiance_uW_per_cm_squared, irradiance_485nm_cyan_irradiance_uncertainty_uW_per_cm_squared, irradiance_510nm_green_wavelength_nm, irradiance_510nm_green_wavelength_uncertainty_nm, irradiance_510nm_green_irradiance_uW_per_cm_squared, irradiance_510nm_green_irradiance_uncertainty_uW_per_cm_squared, irradiance_535nm_aquamarine_wavelength_nm, irradiance_535nm_aquamarine_wavelength_uncertainty_nm, irradiance_535nm_aquamarine_irradiance_uW_per_cm_squared, irradiance_535nm_aquamarine_irradiance_uncertainty_uW_per_cm_squared, irradiance_560nm_limegreen_wavelength_nm, irradiance_560nm_limegreen_wavelength_uncertainty_nm, irradiance_560nm_limegreen_irradiance_uW_per_cm_squared, irradiance_560nm_limegreen_irradiance_uncertainty_uW_per_cm_squared, irradiance_585nm_yellow_wavelength_nm, irradiance_585nm_yellow_wavelength_uncertainty_nm, irradiance_585nm_yellow_irradiance_uW_per_cm_squared, irradiance_585nm_yellow_irradiance_uncertainty_uW_per_cm_squared, irradiance_610nm_orange_wavelength_nm, irradiance_610nm_orange_wavelength_uncertainty_nm, irradiance_610nm_orange_irradiance_uW_per_cm_squared, irradiance_610nm_orange_irradiance_uncertainty_uW_per_cm_squared, irradiance_645nm_red_wavelength_nm, irradiance_645nm_red_wavelength_uncertainty_nm, irradiance_645nm_red_irradiance_uW_per_cm_squared, irradiance_645nm_red_irradiance_uncertainty_uW_per_cm_squared, irradiance_680nm_black_wavelength_nm, irradiance_680nm_black_wavelength_uncertainty_nm, irradiance_680nm_black_irradiance_uW_per_cm_squared, irradiance_680nm_black_irradiance_uncertainty_uW_per_cm_squared, irradiance_705nm_brown_wavelength_nm, irradiance_705nm_brown_wavelength_uncertainty_nm, irradiance_705nm_brown_irradiance_uW_per_cm_squared, irradiance_705nm_brown_irradiance_uncertainty_uW_per_cm_squared, irradiance_730nm_gray_wavelength_nm, irradiance_730nm_gray_wavelength_uncertainty_nm, irradiance_730nm_gray_irradiance_uW_per_cm_squared, irradiance_730nm_gray_irradiance_uncertainty_uW_per_cm_squared, irradiance_760nm_silver_wavelength_nm, irradiance_760nm_silver_wavelength_uncertainty_nm, irradiance_760nm_silver_irradiance_uW_per_cm_squared, irradiance_760nm_silver_irradiance_uncertainty_uW_per_cm_squared, irradiance_810nm_lightgray_wavelength_nm, irradiance_810nm_lightgray_wavelength_uncertainty_nm, irradiance_810nm_lightgray_irradiance_uW_per_cm_squared, irradiance_810nm_lightgray_irradiance_uncertainty_uW_per_cm_squared, irradiance_860nm_linen_wavelength_nm, irradiance_860nm_linen_wavelength_uncertainty_nm, irradiance_860nm_linen_irradiance_uW_per_cm_squared, irradiance_860nm_linen_irradiance_uncertainty_uW_per_cm_squared, irradiance_900nm_wheat_wavelength_nm, irradiance_900nm_wheat_wavelength_uncertainty_nm, irradiance_900nm_wheat_irradiance_uW_per_cm_squared, irradiance_900nm_wheat_irradiance_uncertainty_uW_per_cm_squared, irradiance_940nm_gold_wavelength_nm, irradiance_940nm_gold_wavelength_uncertainty_nm, irradiance_940nm_gold_irradiance_uW_per_cm_squared, irradiance_940nm_gold_irradiance_uncertainty_uW_per_cm_squared, battery_voltage, battery_percent
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193107Z,19.5186,20,20,410,10,1706.03,204.723,435,10,1896.35,227.562,460,10,3011.84,361.421,485,10,1780.6,213.672,510,10,2082.78,249.934,535,10,2477.75,297.33,560,10,1620.86,194.503,585,10,1770.5,212.46,610,10,3102.86,372.343,645,10,1188.38,142.606,680,10,3429.38,411.526,705,10,1842.9,221.148,730,10,7670.05,920.406,760,10,8325.84,999.101,810,10,8845.65,1061.48,860,10,9503.88,1140.46,900,10,2542.24,305.069,940,10,1617.35,194.082,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193109Z,19.5192,20,20,410,10,1734.96,208.195,435,10,1917.52,230.102,460,10,2940.35,352.842,485,10,1816.26,217.951,510,10,2052.67,246.321,535,10,2404.48,288.537,560,10,1621.73,194.608,585,10,1777.24,213.269,610,10,3092.6,371.112,645,10,1196.9,143.628,680,10,3162.09,379.451,705,10,1829.31,219.518,730,10,8187.98,982.558,760,10,8775.24,1053.03,810,10,9455.72,1134.69,860,10,10060.8,1207.29,900,10,2675.6,321.072,940,10,1657.94,198.952,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193110Z,19.5194,20,20,410,10,1751.12,210.135,435,10,1927.14,231.257,460,10,2992.34,359.081,485,10,1776.35,213.162,510,10,1995.2,239.424,535,10,2330.55,279.666,560,10,1580.18,189.622,585,10,1738.49,208.618,610,10,2974.09,356.891,645,10,1131.76,135.811,680,10,3150.74,378.088,705,10,1830.67,219.681,730,10,8290,994.8,760,10,8783.48,1054.02,810,10,9317.91,1118.15,860,10,9904.52,1188.54,900,10,2688.94,322.673,940,10,1705.58,204.67,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193112Z,19.52,20,20,410,10,1795.37,215.444,435,10,2049.33,245.919,460,10,3152.03,378.244,485,10,1868.06,224.167,510,10,2140.25,256.83,535,10,2538.71,304.645,560,10,1627.42,195.29,585,10,1797.88,215.746,610,10,3083.49,370.018,645,10,1188.75,142.651,680,10,3111.52,373.382,705,10,1902.32,228.279,730,10,8570.15,1028.42,760,10,9376.36,1125.16,810,10,9964.25,1195.71,860,10,10459.1,1255.09,900,10,2812.86,337.543,940,10,1769.11,212.294,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193114Z,19.5205,20,20,410,10,1797.92,215.751,435,10,2032.01,243.841,460,10,3196.6,383.592,485,10,1852.77,222.333,510,10,2117.68,254.121,535,10,2543.9,305.268,560,10,1666.78,200.014,585,10,1806.31,216.757,610,10,3164.39,379.727,645,10,1159.89,139.186,680,10,3420.09,410.411,705,10,1927.45,231.294,730,10,8280.58,993.67,760,10,8987.98,1078.56,810,10,9610.46,1153.25,860,10,10500.2,1260.02,900,10,2715.06,325.807,940,10,1736.47,208.376,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193115Z,19.5208,20,20,410,10,1902.58,228.31,435,10,2187.88,262.545,460,10,3385.07,406.208,485,10,2049.77,245.972,510,10,2310.63,277.275,535,10,2772.15,332.658,560,10,1761.69,211.403,585,10,1958.8,235.056,610,10,3442.43,413.092,645,10,1334.2,160.104,680,10,3488.21,418.585,705,10,1986.88,238.425,730,10,8882.48,1065.9,760,10,9598.18,1151.78,810,10,10003.7,1200.45,860,10,10986.6,1318.39,900,10,2896.76,347.612,940,10,1785.88,214.305,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193117Z,19.5214,20,20,410,10,1866.84,224.021,435,10,2108.02,252.962,460,10,3277.37,393.285,485,10,1986.08,238.33,510,10,2233.31,267.997,535,10,2678.78,321.453,560,10,1724.51,206.942,585,10,1935.21,232.225,610,10,3399.13,407.895,645,10,1284.98,154.198,680,10,3516.07,421.928,705,10,1966.84,236.021,730,10,8858.15,1062.98,760,10,9362.34,1123.48,810,10,10048.9,1205.86,860,10,10911.4,1309.37,900,10,2822.86,338.743,940,10,1766.47,211.976,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193118Z,19.5217,20,20,410,10,1843.87,221.265,435,10,2096.47,251.577,460,10,3232.81,387.937,485,10,2054.01,246.481,510,10,2352.36,282.284,535,10,2691.1,322.932,560,10,1839.98,220.797,585,10,2002.61,240.313,610,10,3303.41,396.409,645,10,1293.86,155.263,680,10,3377.78,405.334,705,10,1971.6,236.592,730,10,8928.78,1071.45,760,10,9862.04,1183.44,810,10,10405.9,1248.71,860,10,11451.9,1374.23,900,10,2888.43,346.612,940,10,1799.11,215.894,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193120Z,19.5222,20,20,410,10,1749.42,209.931,435,10,1915.59,229.871,460,10,2854.93,342.592,485,10,1841.73,221.008,510,10,2046.52,245.582,535,10,2346.12,281.534,560,10,1655.41,198.649,585,10,1778.08,213.37,610,10,3051.58,366.19,645,10,1214.29,145.715,680,10,3215.75,385.89,705,10,1783.13,213.976,730,10,8101.66,972.2,760,10,8426.44,1011.17,810,10,9733.76,1168.05,860,10,10432.1,1251.85,900,10,2473.34,296.8,940,10,1608.53,193.023,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193121Z,19.5225,20,20,410,10,1746.87,209.624,435,10,1888.65,226.638,460,10,2868.86,344.263,485,10,1856.17,222.74,510,10,2049.25,245.91,535,10,2339.63,280.756,560,10,1579.75,189.57,585,10,1791.56,214.987,610,10,3258.97,391.076,645,10,1257.96,150.956,680,10,3066.11,367.934,705,10,1687.03,202.444,730,10,8158.16,978.98,760,10,8345.63,1001.47,810,10,9201.05,1104.13,860,10,9532.07,1143.85,900,10,2490.56,298.867,940,10,1612.94,193.552,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193123Z,19.523,20,20,410,10,1797.07,215.649,435,10,1970.44,236.452,460,10,2982.13,357.855,485,10,2017.5,242.1,510,10,2226.47,267.176,535,10,2508.23,300.988,560,10,1736.76,208.411,585,10,1963.43,235.612,610,10,3560.94,427.312,645,10,1334.94,160.193,680,10,3235.36,388.244,705,10,1820.15,218.417,730,10,8268.03,992.163,760,10,8649.9,1037.99,810,10,9459.75,1135.17,860,10,9797.61,1175.71,900,10,2582.25,309.87,940,10,1648.23,197.788,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193125Z,19.5236,20,20,410,10,1698.37,203.804,435,10,1829.96,219.596,460,10,2854.01,342.481,485,10,1787.39,214.487,510,10,1949.36,233.923,535,10,2334.45,280.133,560,10,1523.76,182.852,585,10,1699.31,203.917,610,10,3050.44,366.053,645,10,1119.55,134.346,680,10,2937.11,352.453,705,10,1673.11,200.773,730,10,7773.64,932.837,760,10,8388.51,1006.62,810,10,8967.34,1076.08,860,10,9495.65,1139.48,900,10,2549.46,305.936,940,10,1577.64,189.317,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193126Z,19.5239,20,20,410,10,1674.54,200.945,435,10,1856.9,222.828,460,10,2843.79,341.255,485,10,1743.24,209.188,510,10,1892.57,227.108,535,10,2227.45,267.294,560,10,1533.39,184.006,585,10,1687.51,202.502,610,10,2946.75,353.61,645,10,1113.99,133.679,680,10,2926.79,351.215,705,10,1613.34,193.601,730,10,7940.01,952.801,760,10,8373.67,1004.84,810,10,9039.07,1084.69,860,10,9426.33,1131.16,900,10,2503.34,300.401,940,10,1604.11,192.494,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193128Z,19.5244,20,20,410,10,1617.53,194.104,435,10,1864.6,223.752,460,10,2945.92,353.51,485,10,1673.61,200.833,510,10,1922.67,230.721,535,10,2268.3,272.196,560,10,1436.73,172.408,585,10,1644.97,197.396,610,10,2896.61,347.593,645,10,1138.42,136.611,680,10,2996.97,359.636,705,10,1635.41,196.25,730,10,7326.34,879.161,760,10,7970.45,956.453,810,10,8511.2,1021.34,860,10,9076.21,1089.14,900,10,2430.55,291.666,940,10,1541.47,184.976,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193129Z,19.5247,20,20,410,10,1618.39,194.206,435,10,1823.23,218.787,460,10,2997.91,359.75,485,10,1655.78,198.693,510,10,1965.09,235.811,535,10,2393.46,287.215,560,10,1525.95,183.114,585,10,1664.35,199.722,610,10,2913.7,349.644,645,10,1126.95,135.234,680,10,3537.74,424.529,705,10,1784.49,214.139,730,10,7338.11,880.573,760,10,7914.37,949.725,810,10,8353.24,1002.39,860,10,9005.71,1080.69,900,10,2459.44,295.133,940,10,1559.11,187.094,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193131Z,19.5253,20,20,410,10,1683.05,201.966,435,10,1886.73,226.408,460,10,2858.65,343.038,485,10,1759.37,211.124,510,10,1997.25,239.67,535,10,2300.73,276.087,560,10,1484.84,178.181,585,10,1700.99,204.119,610,10,2967.26,356.071,645,10,1189.86,142.784,680,10,3240.52,388.863,705,10,1750.19,210.023,730,10,7755.59,930.671,760,10,8132.06,975.847,810,10,8819.05,1058.29,860,10,9422.81,1130.74,900,10,2454.44,294.533,940,10,1571.47,188.576,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193133Z,19.5258,20,20,410,10,1807.28,216.874,435,10,2016.62,241.994,460,10,2992.34,359.081,485,10,1941.93,233.031,510,10,2181.31,261.757,535,10,2444.03,293.284,560,10,1640.1,196.812,585,10,1866.97,224.036,610,10,3257.83,390.939,645,10,1371.95,164.634,680,10,3437.64,412.516,705,10,1788.22,214.587,730,10,8024.76,962.971,760,10,8352.22,1002.27,810,10,8960.09,1075.21,860,10,9466.28,1135.95,900,10,2484.45,298.134,940,10,1612.05,193.447,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193134Z,19.5261,20,20,410,10,1761.33,211.36,435,10,1876.15,225.138,460,10,2760.23,331.228,485,10,1978.44,237.413,510,10,2128.62,255.435,535,10,2327.96,279.355,560,10,1684.28,202.113,585,10,1860.23,223.227,610,10,3574.61,428.953,645,10,1309.78,157.173,680,10,3134.23,376.107,705,10,1780.07,213.609,730,10,7977.67,957.321,760,10,8355.53,1002.66,810,10,8950.42,1074.05,860,10,9438.08,1132.57,900,10,2510.01,301.201,940,10,1603.23,192.388,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193136Z,19.5267,20,20,410,10,1664.33,199.72,435,10,1854.02,222.482,460,10,2794.59,335.35,485,10,1923.25,230.79,510,10,2116.31,253.957,535,10,2298.13,275.776,560,10,1674.22,200.906,585,10,1869.49,224.339,610,10,3529.03,423.484,645,10,1329.76,159.571,680,10,3070.24,368.429,705,10,1717.25,206.07,730,10,7320.85,878.501,760,10,7728.84,927.461,810,10,8903.68,1068.44,860,10,9731.81,1167.82,900,10,2402.21,288.265,940,10,1508.82,181.058,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193137Z,19.5269,20,20,410,10,1606.47,192.777,435,10,1866.52,223.983,460,10,2896.71,347.606,485,10,1797.58,215.71,510,10,2076.62,249.195,535,10,2421.34,290.561,560,10,1661.53,199.384,585,10,1779.77,213.572,610,10,3383.18,405.981,645,10,1277.21,153.265,680,10,3524.33,422.919,705,10,1857.16,222.859,730,10,7215.69,865.883,760,10,7745.33,929.44,810,10,8588.57,1030.63,860,10,9445.13,1133.42,900,10,2418.88,290.265,940,10,1530,183.599,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193139Z,19.5275,20,20,410,10,1500.11,180.013,435,10,1675.06,201.007,460,10,2628.4,315.408,485,10,1598.89,191.866,510,10,1854.25,222.51,535,10,2220.32,266.438,560,10,1514.58,181.75,585,10,1588.1,190.572,610,10,2908,348.96,645,10,1069.21,128.306,680,10,3506.78,420.814,705,10,1778.38,213.405,730,10,6907.29,828.874,760,10,7586.19,910.342,810,10,8150.15,978.018,860,10,8939.92,1072.79,900,10,2321.08,278.529,940,10,1463.82,175.658,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193140Z,19.5278,20,20,410,10,1634.55,196.146,435,10,1752.03,210.244,460,10,2677.6,321.312,485,10,1761.07,211.328,510,10,1947.99,233.759,535,10,2250.15,270.018,560,10,1518.08,182.169,585,10,1663.92,199.671,610,10,3011.7,361.404,645,10,1143.6,137.232,680,10,3117.71,374.126,705,10,1682.62,201.914,730,10,7147.42,857.69,760,10,7553.21,906.384,810,10,8030.88,963.705,860,10,8395.93,1007.51,900,10,2314.41,277.729,940,10,1509.7,181.164,4.15,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193142Z,19.5283,20,20,410,10,1577.54,189.305,435,10,1694.3,203.317,460,10,2716.6,325.992,485,10,1710.12,205.214,510,10,1924.04,230.885,535,10,2263.11,271.574,560,10,1683.4,202.008,585,10,1734.27,208.113,610,10,3105.14,372.616,645,10,1102.15,132.258,680,10,4112.57,493.509,705,10,1889.76,226.771,730,10,7643.38,917.205,760,10,8379.44,1005.53,810,10,9104.35,1092.52,860,10,9882.2,1185.86,900,10,2537.24,304.469,940,10,1550.29,186.035,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193144Z,19.5289,20,20,410,10,1578.39,189.407,435,10,1667.36,200.084,460,10,2636.75,316.41,485,10,1662.57,199.508,510,10,1890.51,226.862,535,10,2231.34,267.761,560,10,1598.99,191.879,585,10,1651.29,198.154,610,10,2813.43,337.611,645,10,1008.89,121.066,680,10,2774.05,332.886,705,10,1690.43,202.851,730,10,7356.94,882.833,760,10,8095.78,971.494,810,10,8897.23,1067.67,860,10,9799.96,1175.99,900,10,2506.68,300.801,940,10,1538.82,184.658,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193145Z,19.5292,20,20,410,10,1582.65,189.918,435,10,1682.76,201.931,460,10,2655.32,318.638,485,10,1673.61,200.833,510,10,1894.62,227.354,535,10,2252.74,270.329,560,10,1616.92,194.031,585,10,1653.39,198.407,610,10,2836.22,340.346,645,10,1022.21,122.665,680,10,2797.79,335.735,705,10,1684.31,202.118,730,10,7404.03,888.483,760,10,8136.19,976.342,810,10,8943.97,1073.28,860,10,9836.38,1180.36,900,10,2524.46,302.935,940,10,1549.41,185.929,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193147Z,19.5297,20,20,410,10,1571.59,188.59,435,10,1679.87,201.585,460,10,2633.04,315.965,485,10,1652.38,198.286,510,10,1876.14,225.137,535,10,2198.27,263.792,560,10,1608.61,193.034,585,10,1652.97,198.357,610,10,2821.4,338.568,645,10,1009.26,121.111,680,10,2765.8,331.896,705,10,1681.6,201.792,730,10,7393.83,887.259,760,10,8099.9,971.988,810,10,8907.7,1068.92,860,10,9875.15,1185.02,900,10,2496.67,299.601,940,10,1549.41,185.929,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193148Z,19.53,20,20,410,10,1622.64,194.717,435,10,1739.52,208.743,460,10,2724.03,326.883,485,10,1705.88,204.705,510,10,1963.04,235.565,535,10,2337.04,280.445,560,10,1616.92,194.031,585,10,1715.74,205.889,610,10,2943.33,353.199,645,10,1041.83,125.019,680,10,2618.22,314.186,705,10,1645.6,197.472,730,10,7667.7,920.124,760,10,8459.42,1015.13,810,10,9558.07,1146.97,860,10,9951.52,1194.18,900,10,2618.37,314.204,940,10,1614.7,193.764,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193150Z,19.5305,20,20,410,10,1519.68,182.362,435,10,1584.62,190.155,460,10,2550.41,306.049,485,10,1576.81,189.217,510,10,1799.51,215.941,535,10,2123.05,254.766,560,10,1508.46,181.015,585,10,1546.4,185.568,610,10,2453.34,294.401,645,10,860.848,103.302,680,10,2500.57,300.068,705,10,1592.63,191.115,730,10,7199.21,863.905,760,10,8290.38,994.846,810,10,9155.93,1098.71,860,10,10029.1,1203.49,900,10,2546.69,305.602,940,10,1527.35,183.282,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193151Z,19.5308,20,20,410,10,1522.24,182.668,435,10,1600.02,192.002,460,10,2569.9,308.389,485,10,1581.9,189.828,510,10,1797.46,215.695,535,10,2162.6,259.512,560,10,1511.52,181.382,585,10,1545.13,185.416,610,10,2388.39,286.607,645,10,855.296,102.636,680,10,2373.63,284.836,705,10,1586.85,190.422,730,10,7130.15,855.618,760,10,8310.17,997.22,810,10,9193,1103.16,860,10,10154.8,1218.57,900,10,2554.47,306.536,940,10,1523.82,182.858,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193153Z,19.5314,20,20,410,10,1555.42,186.65,435,10,1640.43,196.851,460,10,2559.69,307.163,485,10,1587.85,190.542,510,10,1772.83,212.739,535,10,2124.99,254.999,560,10,1490.52,178.863,585,10,1503.85,180.462,610,10,2353.07,282.368,645,10,894.527,107.343,680,10,2316.87,278.025,705,10,1531.16,183.74,730,10,7134.08,856.089,760,10,8248.33,989.799,810,10,9087.42,1090.49,860,10,10177.1,1221.25,900,10,2508.9,301.068,940,10,1524.7,182.964,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193155Z,19.5319,20,20,410,10,1614.98,193.798,435,10,1650.05,198.006,460,10,2825.22,339.027,485,10,1649.83,197.98,510,10,1850.83,222.099,535,10,2191.14,262.936,560,10,1494.46,179.335,585,10,1600.32,192.038,610,10,2616.29,313.955,645,10,956.333,114.76,680,10,2516.05,301.926,705,10,1510.79,181.295,730,10,7679.47,921.536,760,10,8562.5,1027.5,810,10,9496.82,1139.62,860,10,9846.95,1181.63,900,10,2583.36,310.003,940,10,1605,192.599,4.15,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193156Z,19.5322,20,20,410,10,1650.72,198.086,435,10,1668.33,200.199,460,10,2523.48,302.818,485,10,1672.76,200.731,510,10,1817.98,218.158,535,10,2066.63,247.996,560,10,1489.21,178.706,585,10,1579.25,189.51,610,10,2485.25,298.23,645,10,947.081,113.65,680,10,2430.39,291.647,705,10,1535.58,184.269,730,10,7621.4,914.568,760,10,8451.18,1014.14,810,10,9920.73,1190.49,860,10,10537.8,1264.54,900,10,2627.82,315.338,940,10,1537.06,184.447,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193158Z,19.5328,20,20,410,10,1663.48,199.618,435,10,1685.65,202.277,460,10,2584.76,310.171,485,10,1686.34,202.361,510,10,1830.99,219.718,535,10,2094.52,251.342,560,10,1469.97,176.396,585,10,1585.57,190.269,610,10,2415.74,289.889,645,10,886.384,106.366,680,10,2232.25,267.87,705,10,1486.68,178.401,730,10,7874.09,944.89,760,10,8953.35,1074.4,810,10,10418,1250.16,860,10,10857.4,1302.88,900,10,2720.61,326.474,940,10,1583.82,190.058,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193159Z,19.5331,20,20,410,10,1602.22,192.266,435,10,1614.45,193.734,460,10,2449.21,293.905,485,10,1638.79,196.655,510,10,1826.2,219.144,535,10,2155.47,258.656,560,10,1514.14,181.697,585,10,1586.84,190.42,610,10,2426,291.119,645,10,887.495,106.499,680,10,2316.87,278.025,705,10,1543.39,185.207,730,10,7684.18,922.102,760,10,8741.43,1048.97,810,10,10673.4,1280.81,860,10,11112.3,1333.48,900,10,2678.38,321.406,940,10,1537.94,184.552,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193201Z,19.5336,20,20,410,10,1626.9,195.227,435,10,1703.93,204.471,460,10,2609.83,313.179,485,10,1819.66,218.359,510,10,2002.04,240.245,535,10,2176.87,261.224,560,10,1525.08,183.009,585,10,1738.49,208.618,610,10,2742.78,329.133,645,10,1084.76,130.171,680,10,2209.54,265.145,705,10,1514.52,181.743,730,10,7526.45,903.174,760,10,8483.34,1018,810,10,9672.51,1160.7,860,10,10389.8,1246.77,900,10,2590.03,310.803,940,10,1573.23,188.788,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193203Z,19.5342,20,20,410,10,1706.03,204.723,435,10,1724.13,206.896,460,10,2551.34,306.16,485,10,1692.29,203.075,510,10,1770.77,212.493,535,10,2052.37,246.284,560,10,1435.85,172.303,585,10,1537.55,184.506,610,10,2553.62,306.434,645,10,948.561,113.827,680,10,2313.77,277.653,705,10,1476.83,177.22,730,10,7488.78,898.654,760,10,8235.13,988.216,810,10,9367.88,1124.15,860,10,10212.4,1225.48,900,10,2559.47,307.136,940,10,1583.82,190.058,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193204Z,19.5344,20,20,410,10,1563.93,187.671,435,10,1666.4,199.968,460,10,2723.1,326.772,485,10,1651.53,198.184,510,10,1891.2,226.944,535,10,2250.15,270.018,560,10,1549.57,185.948,585,10,1636.54,196.385,610,10,2708.59,325.031,645,10,977.429,117.291,680,10,2471.67,296.601,705,10,1639.15,196.698,730,10,7817.59,938.11,760,10,9110.02,1093.2,810,10,9817.57,1178.11,860,10,10549.6,1265.95,900,10,2770.07,332.408,940,10,1582.94,189.952,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193206Z,19.535,20,20,410,10,1518.83,182.26,435,10,1631.77,195.812,460,10,2665.53,319.864,485,10,1612.47,193.497,510,10,1838.51,220.621,535,10,2276.73,273.208,560,10,1553.07,186.368,585,10,1597.37,191.684,610,10,2520.57,302.469,645,10,960.774,115.293,680,10,2619.25,314.31,705,10,1713.52,205.622,730,10,6977.13,837.255,760,10,8243.38,989.206,810,10,9309.85,1117.18,860,10,10590.7,1270.88,900,10,2573.36,308.803,940,10,1479.7,177.564,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193207Z,19.5353,20,20,410,10,1511.17,181.341,435,10,1565.38,187.846,460,10,2528.13,303.375,485,10,1630.3,195.636,510,10,1742.72,209.126,535,10,2064.69,247.762,560,10,1441.54,172.985,585,10,1502.59,180.311,610,10,2549.06,305.887,645,10,962.625,115.515,680,10,2647.11,317.654,705,10,1615.72,193.886,730,10,6315.59,757.871,760,10,7113.7,853.644,810,10,8395.95,1007.51,860,10,9689.51,1162.74,900,10,2254.4,270.528,940,10,1370.29,164.435,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193209Z,19.5358,20,20,410,10,1605.62,192.675,435,10,1724.13,206.896,460,10,2634.9,316.187,485,10,1772.95,212.755,510,10,1882.3,225.876,535,10,2095.81,251.498,560,10,1506.27,180.752,585,10,1660.98,199.317,610,10,3060.7,367.284,645,10,1147.67,137.721,680,10,2774.05,332.886,705,10,1600.78,192.093,730,10,6711.1,805.332,760,10,7415.5,889.86,810,10,8414.49,1009.74,860,10,9646.04,1157.52,900,10,2338.31,280.597,940,10,1460.29,175.235,4.16,97
STELLA-Q2, 2.4.0,6858,Grass,2, Friday, 20240209T193211Z,19.5364,20,20,410,10,1660.08,199.21,435,10,1760.69,211.283,460,10,2724.95,326.994,485,10,1768.71,212.245,510,10,1956.2,234.744,535,10,2250.79,270.095,560,10,1587.18,190.462,585,10,1682.04,201.845,610,10,2840.77,340.893,645,10,1009.26,121.111,680,10,2317.9,278.148,705,10,1575.31,189.037,730,10,7648.87,917.864,760,10,8668.87,1040.26,810,10,9478.29,1137.39,860,10,10154.8,1218.57,900,10,2630.59,315.671,940,10,1598.82,191.858,4.16,97
